index,text,answer,split
462,"That is because the words “own” and “ownership”—neither of which is defined in the FSIA—are not technical terms or terms of art but common terms, the precise legal meaning of which depends upon the statutory context in which they appear. See J. Cribbet & C. Johnson, Principles of the Law of Property 16 (3d ed. 1989) (“Anglo–American law has not made much use of the term ownership in a technical sense”); Black's Law Dictionary 1049, 1105 (6th *482 ed. 1990) (“The term [‘owner’] is ... a nomen generalissimum”—a “term of the most general meaning” or “of the most general kind”—“and its meaning is to be gathered from the connection in which it is used, and from the subject-matter to which it is applied”).",Yes,test
463,"Rather, the issue is whether the particular actions that the foreign state performs (whatever the motive behind them) are the type of actions by which a private party engages in “trade and traffic or commerce,” Black's Law Dictionary 270 (6th ed. 1990). ",Yes,test
464,"Different words are certainly employed in the two provisions, but it is difficult to see ... in what respect the difference of phraseology supports the theory of the defendants, as ‘a suit by a plaintiff against a defendant’ must mean substantially the same thing in the practical sense as ‘a suit in which there is controversy between the parties,’ as each provision includes the word suit, which applies to any proceeding in a court of justice in which the plaintiff pursues his remedy to recover a right or claim. ",Yes,test
465,"""Relying on second definition in Black's Law Dictionary, the majority defines 'discriminates' as 'failure to treat all persons equally when no reasonable distinction can be found between those favored and those not favored.'"" CSX Transp., Inc. v. Ala. Dep't of Rev., 562 U.S. 277, 304, 131 S.Ct. 1101, 1119 (2011) (Thomas, J., dissenting). ",Yes,test
466,"And a thing that is not “appropriate” is not “suitable or fitting for a particular purpose.” Id., at 103. ",Yes,test
467,"“incumbrance” was defined as “[a]ny right to, or interest in, land which may subsist in another to the diminution of its value,” id., at 908. ",Yes,test
468,"""An 'appearance' being commonly understood as '[t]he first act of the defendant in court,' J. Ballentine, Law Dictionary with Pronunciations 91 (2d ed.1948)"" at 587 n.5 ",Yes,test
469,a remedy is the means employed to enforce a right or redress an injury. Bouvier's Law Dictionary.,Yes,test
470,"A supervised-release revocation proceeding is not part of the criminal prosecution that landed a defendant in prison in the first place because “[a] ‘criminal prosecution’ ... ends when sentence has been pronounced on the convicted or a verdict of ‘Not guilty’ has cleared the defendant of the charge.” F. Heller, Sixth Amendment to the Constitution of the United States 54 (1951). This follows from the early understanding that a “prosecution” concludes when a court enters final judgment. See, e.g., Webster, An American Dictionary of the English Language (defining a prosecution as the “process of exhibiting formal charges against an offender before a legal tribunal, and pursuing them to final judgment” (emphasis added)); The Universal English Dictionary 465 (J. Craig ed. 1869) (“[T]he institution of legal proceedings against a person; the process of exhibiting formal charges against an offender before a legal tribunal, and pursuing them to final judgment” (emphasis added)); H. Holthouse, New Law Dictionary 344 (1847) (defining prosecution as “the means adopted to bring a supposed offender to justice and punishment by due course of law”); Bouvier Law Dictionary 396 (“The means adopted to bring a supposed offender to justice and punishment by due course of law”).",Yes,test
471,"""Certainly a mistaken belief about the law is, if held in good faith, a 'bona fide error' as that phrase is normally understood."" ",Yes,test
472,"When Congress passed ERISA, the word “actual” meant what it means today: “existing in fact or reality.” Webster's Seventh New Collegiate Dictionary 10 (1967); accord, Merriam-Webster's Collegiate Dictionary 13 (11th ed. 2005) (same); see also American Heritage Dictionary 14 (1973) (“In existence; real; factual”); id., at 18 (5th ed. 2011) (“Existing in reality and not potential, possible, simulated, or false”). So did the word “knowledge,” which meant and still means “the fact or condition of being aware of something.” Webster's Seventh New Collegiate Dictionary 469 (1967); accord, Merriam-Webster's Collegiate Dictionary 691 (2005) (same); see also American Heritage Dictionary 725 (1973) (“Familiarity, awareness, or understanding gained through experience or study”); id., at 973 (2011) (same). Thus, to have “actual knowledge” of a piece of information, one must in fact be aware of it.",Yes,test
473,"A “certification” requires one “[t]o attest” that the accompanying statements are true. Black's Law Dictionary 258 (9th ed.2009) (definition of “certify”); see also id., at 147 (defining “attest” as “[t]o bear witness; testify,” or “[t]o affirm to be true or genuine; to authenticate by signing as a witness”).",Yes,test
474,"‘Steal’ (originally ‘stale’) at first denoted in general usage a taking through secrecy, as implied in ‘stealth,’ or through stratagem, according to the Oxford English Dictionary. ",Yes,test
475,"Thus, Black's Law Dictionary (7th ed.1999) defines “dismissed without prejudice” as “removed from the court's docket in such a way that the plaintiff may refile the same suit on the same claim,” id., at 482, 92 P.2d 804.",Yes,test
476,"Thus, if a party is awarded costs under subdivision (a), it is ""entitled"" to those costs-- i.e., has a right to obtain them and not merely to seek them-- when a proper application is made in the district court. See Black's Law Dictionary 626 (rev. 4th ed. 1968) (""In its usual sense, to entitle is to give a right or title"")",Yes,test
477,"""The word 'services' ordinarily refers to 'labor performed for another.' ",Yes,test
478,"The word “try,” both in 1787 and later, has considerably broader meanings than those to which petitioner would limit it. Older dictionaries define try as *230 “[t]o examine” or “[t]o examine as a judge.” See 2 S. Johnson, A Dictionary of the English Language (1785). In more modern usage the term has various meanings. For example, try can mean “to examine or investigate judicially,” “to conduct the trial of,” or “to put to the test by experiment, investigation, or trial.” Webster's Third New International Dictionary 2457 (1971). ",Yes,test
479,"Neither the statute nor the regulations define “disposition,” but dictionary definitions of the term range from “relinquishment or alienation” to “arrangement.” See Webster's New International Dictionary 644 (def. 1(b)) (1927) (“[t]he getting rid, or making over, of anything; relinquishment or alienation”); ibid. (def. 1(a)) (“[t]he ordering, regulating, or administering of anything”); 3 Oxford English Dictionary, supra, at 493 (def. 4) (“[t]he action of disposing of, putting away, getting rid of, making over, etc.”); ibid. (def. 1) (“[t]he action of setting in order, or condition of being set in order; arrangement, order”).",Yes,test
480,"On this account, a substantive standard is one that “creates duties, rights and obligations,” while a procedural standard specifies how those duties, rights, and obligations should be enforced. Black's Law Dictionary 1281 (5th ed. 1979) (defining “substantive law”).",Yes,test
481,"Cognizable ordinarily means '[c]apable of being tried or examined before a designated tribunal; within [the] jurisdiction of [a] court or power given to [a] court to adjudicate [a] controversy.' Black's Law Dictionary 259 (6th ed. 1990)."" ",Yes,test
482,"""The Government's brief notes that the term 'actual notice' is not free from ambiguity as used by this Court in cases...(stating that the term has been used both to distinguish notice by mail from notice by publication and to refer to the actual receipt of the notice by the intended recipient); see also Black's Law Dictionary 1087 (7th ed.1999) (defining 'actual notice' as '[n]otice given directly to, or received personally by, a party'). We think the best way to avoid this confusion is to equate, as petitioner does, 'actual notice' with 'receipt of notice.'"" at 169 n.5. ",Yes,test
483,"Apodaca was a precedent, that is, “a decided case that furnishes a basis for determining later cases involving similar facts or issues.” Black's Law Dictionary 1366 (10th ed. 2014); see also J. Salmond, Jurisprudence 191 (10th ed. 1947); M. Gerhardt, The Power of Precedent 3 (2008); Landes & Posner, Legal Precedent: A Theoretical and Empirical Analysis, 19 J. Law & Econ. 249, 250 (1976).",Yes,test
484,"here may be some ambiguity at the margin, but “remain[ing] in one place” requires more than a temporary **1877 stop, and is clear in most of its applications, including all of those represented by the facts surrounding respondents' arrests described supra, at 1872–1873.",Yes,test
485,"""As both parties agree...'party aggrieved' means '[a] party entitled to a remedy; espy., a party whose personal, pecuniary, or property rights have been adversely affected by another person's actions or by a court's decree or judgment,' Black's Law Dictionary 1154 (8th ed.2004); see also ante, at 2003 – 2004."" ",Yes,test
486,"Boston's gunpowder law imposed a £10 fine upon “any Person” who “shall take into any Dwelling–House, Stable, Barn, Out-house, Ware-house, Store, Shop, or other Building, within the Town of Boston, any ... Fire–Arm, loaded with, or having Gun–Powder.” An Act in Addition to the several Acts already made for the prudent Storage of Gun–Powder within the Town of Boston, ch. XIII, 1783 Mass. Acts pp. 218–219; see also 1 S. Johnson, A Dictionary of the English Language 751 (4th ed. 1773) (defining “firearms” as “[a]rms which owe their efficacy to fire; guns”)",Yes,test
487,"Facts, by contrast, are mere real-world things—extraneous to the crime's legal requirements. (We have sometimes called them “brute facts” when distinguishing them from elements. Richardson, 526 U.S., at 817, 119 S.Ct. 1707.) They are “circumstance[s]” or “event[s]” having no “legal effect [or] consequence”: In particular, they need neither be found by a jury nor admitted by a defendant. Black's Law Dictionary 709.",Yes,test
488,"In its customary and preferred sense, “fail” connotes some omission, fault, or negligence on the part of the person who has failed to do something. See, e.g., Webster's New International Dictionary 910 (2d ed.1939) (defining “fail” as “to be wanting; to fall short; to be or become deficient in any measure or degree,” and “failure” as “a falling short,” “a deficiency or *432 lack,” and an “[o]mission to perform”); Webster's New International Dictionary 814 (3d ed.1993) (“to leave some possible or expected action unperformed or some condition unachieved”). See also Black's Law Dictionary 594 (6th ed.1990) (defining “fail” as “[f]ault, negligence, or refusal”). To say a person has failed in a duty implies he did not take the necessary steps to fulfill it.",Yes,test
489,"See Black's Law Dictionary 1198 (3d ed. 1933) (defining “modification” as “A change; an alteration which introduces new elements into the details, or cancels some of them, but leaves the general purpose and effect of the subject-matter intact”).",Yes,test
490,"It seems that Congress chose a middle ground, consistent with a common understanding of the word “participate”—“to take part in.” Webster's Third New International Dictionary 1646 (1976).",Yes,test
491,But the phrase “separate legal person” typically refers to the legal fiction that allows an entity to hold personhood separate from the natural persons who are its shareholders or officers.,Yes,test
492,"""Since an 'affiant' is simply a person who makes an affidavit and an artificial entity can make an affidavit through an agent, it is hardly unreasonable to understand the word 'affiant' in § 1915(a) as a reference not to the agent but to the entity on whose behalf the affidavit is made."" ",Yes,test
493,"Federal courts may issue nunc pro tunc orders, or “now for then” orders, Black's Law Dictionary, at 1287, to “reflect[ *701 ] the reality” of what has already occurred, Missouri v. Jenkins, 495 U.S. 33, 49, 110 S.Ct. 1651, 109 L.Ed.2d 31 (1990). ",Yes,test
494,"Stare decisis is defined in Black's Law Dictionary as meaning “to abide by, or adhere to, decided cases.” Black's Law Dictionary 1406 (6th ed. 1990).",Yes,test
495,"Now a ‘return’ implies the prior existence of some state or condition. Webster defines it ‘to turn back; to go or come again to the same place or condition.’ In the Standard dictionary it is defined ‘to cause to take again a former position; put, carry, or send back, as to a former place or holder.’ A technical meaning in the law is thus given in Black's Law Dictionary: ‘The act of a sheriff, constable, or other ministerial officer, in delivering back to the court a writ, notice, or other paper.’",Yes,test
496,"Whereas commutation is a substitution of a milder form of punishment pardon is an act of public conscience that relieves the recipient of all the legal consequences of the conviction."" Schick v. Reed, 419 U.S. 256, 273 n.8, 95 S.Ct. 379, 388 n.8 (1974) (Marshall, J., dissenting). ",Yes,test
497,The dictionary defines “procedure” as “a series of steps followed in a regular orderly definite way.” Webster's Third New International Dictionary 1807 (1976). ,Yes,test
498,"Robbery, accurately defined, is ‘the felonious and forcible taking from the person of another, goods or money to any value, by violence or putting him in fear.’",Yes,test
499,"""To 'base' means '[t]o make, form, or serve as a foundation for,' or '[t]o use (something) as the thing from which something else is developed.' Black's Law Dictionary 180 (10th ed. 2014)."" ",Yes,test
500,And a “personnel agency” is “an agency for placing employable persons in jobs; employment agency.” Random House 1075.,Yes,test
501,"“Sole” is defined as “having no companion,” “solitary,” “being the only one,” and “functioning ... independently and without assistance or interference.” Webster's Third New International Dictionary 2168 (1971).",Yes,test
502,The making of the bond would seem to be the writing of it,Yes,test
503,"“Also” is defined as “likewise,” Webster's Ninth New Collegiate Dictionary 75 (1991), or “in like manner,” Black's Law Dictionary 77 (6th ed.1990).",Yes,test
504,"""The Hobbs Act does not define the term “property,” but even at common law the offense of extortion was understood to include the obtaining of any thing of value...At the time Congress enacted the Hobbs Act, the contemporary edition of Black's Law Dictionary included an expansive definition of the term. See Black's Law Dictionary 1446 (3d ed. 1933)."" ",Yes,test
505,"""And it certainly derives no support from the use of the word 'send,' whose ordinary meaning is broad enough to cover the transmission of any judicial documents (including litigation-initiating documents)""",Yes,test
506,"Everyone agrees, however, that “under” is often used to mean “authorized by.” See, e.g., Webster's New World College Dictionary 1453 (3d ed. 1997) (“authorized ... by”); American Heritage Dictionary 1945 (3d ed. 1992) (“With the authorization of”); see also Brief for Respondent 24 (agreeing that “under” can mean “subject to,” “governed by,” or “issued under the authority of”); Brief for Petitioner 28. ",Yes,test
507,"An “enactment” is the product of legislation, not adjudication. See Webster's New International Dictionary 841 (2d ed.1949) (defining “enact” as “[t]o make into an act or law; esp., to perform the legislative act with reference to (a bill) which gives it the validity of law”);",Yes,test
508,"Poverty, in its primary sense, is a human condition, to be '[w]anting in material riches or goods; lacking the conforts of life; needy.""",Yes,test
509,"A ‘condition subsequent is one annexed to an estate already vested, * * * and by the failure or non-performance of which it is defeated.'",Yes,test
510,"The term “action,” however, refers to a judicial “proceeding,” or perhaps to a “suit”—not to the general content of claims. See Black's Law Dictionary 41 (3d ed. 1933) (defining “action” as, inter alia, “an ordinary proceeding in a court of justice”); see also id., at 43 (“The terms ‘action’ and ‘suit’ are ... nearly, if not entirely, synonymous”). ",Yes,test
511,The phrase “scope of employment” is a well-known common-law concept that includes “[t]he range of reasonable and foreseeable activities that an employee engages in while carrying out the employer's business.” Black's Law Dictionary 1465 (9th ed. 2009).,Yes,test
512,"""Nor does it advance the ball very far to recognize from the statute's later reference to 'the cause of action alleged in such suit or process,' that the term 'claim' is used here synonymously with 'cause of action,' see Black's Law Dictionary 247 (6th ed. 1990) (defining 'claim' as 'cause of action'), since, as both parties admit, 'cause of action,' like 'claim,' can carry a variety of meanings...",Yes,test
513,"When used as an adjective, as it is here to modify “rules and practices,” that term refers to human resources matters. “Personnel,” in this common parlance, means “the selection, placement, and training of employees and ... the formulation of policies, procedures, and relations with [or involving] employees or their representatives.” Webster's Third New International Dictionary 1687 (1966) (hereinafter Webster's). ",Yes,test
514,The framers understood the term “offence” to mean a “transgression.”,Yes,test
515,"a remedy is the “legal means to recover a right ... or obtain redress for ... a wrong.” Webster's New International Dictionary **1231 of the English Language 819, 1878, 2106, 2418 (2d ed. 1934).",Yes,test
516,"In usage, ‘statute’ is a term which has both a restricted and a broad signification. This is reflection in the following excerpt from Bouvier's Law Dictionary, Rawle's Revision: ‘Statute.-A law established by the act of the legislative power. An act of the Legislature. The written will of the Legislature, solemnly expressed according to the forms necessary to constitute it the law of the state.",Yes,test
517,"According to the practice of legislation in England and America, (says Judge BOUVIER, 2 Law Dict. 363,) the copyright is confined to the exclusive right secured to the author or proprietor of a writing or drawing which may be multiplied by the arts of printing in any of its branches.",Yes,test
518,"First, the word “use” in that provision is best read to require intentional conduct. As the majority recognizes, the noun “use” means “the ‘act of employing’ something.” Ante, at 2278 (quoting dictionaries). A “use” is “[t]he act of employing a thing for any ... purpose.” 19 Oxford English Dictionary 350 (2d ed. 1989). To “use” something, in other words, is to employ the thing for its instrumental value, i.e., to employ the thing to accomplish a further goal. See United States v. Castleman, 572 U.S. 157, 171, 134 S.Ct. 1405, 1414–1415, 188 L.Ed.2d 426 (2014). A “use,” therefore, is an inherently intentional act—that is, an act done for the purpose of causing certain consequences or at least with knowledge that those consequences will ensue. See Restatement (Second) of Torts § 8A, p. 15 (1965) (defining intentional acts).",Yes,test
519,"Some sources define ‘firm’ as ‘[t]he persons composing a partnership, taken collectively.’ II Bouvier's Law Dictionary 1232 (1914); see also Ballentine's Law Dictionary 507 (2d ed. 1948); Black's Law Dictionary 761–762 (4th ed. 1951); Crowell's Dictionary of Business and Finance 225 (rev. ed. 1930); Encyclopedia of Banking and Finance 238 (Garcia, 5th ed. 1949). But other dictionaries, while recognizing that narrow definition, also state that the word has a broader meaning in popular usage, connoting any business entity, including individual proprietorships. For example, the standard American reference defines ‘firm’ both as ‘a partnership of two or more persons not recognized as a legal person distinct from the members composing it’ and as any ‘business unit or enterprise.’ Webster's Third New International Dictionary—Unabridged 856 (1961). Accord, Clark & Gottfried, Dictionary of Business and Finance 152 (1957) (‘Strictly, an unincorporated business carried on by more than one person, jointly; a partnership. * * * In popular usage, any business, company, or concern, incorporated or not.’); Dictionary of Business and Industry 218 (Schwartz ed. 1954) (‘A business partnership; any business house or organization, no matter what its legal form * * *’); Dictionary of English Law 807 (1959) (‘the style or title under which one or several persons carry on business'); Dictionary of Foreign Trade 308 (Henius, 2d ed. 1947) (‘the name or title under which one or more persons do business').",Yes,test
520,"Although the word “authorize” sometimes means simply “to permit,” it ordinarily denotes affirmative enabling action. Black's Law Dictionary 122 (5th ed. 1979) defines “authorize” as “[t]o empower; to give a right or authority to act.”",Yes,test
521,"This Court has time and again recognized that “any” has “an expansive meaning,” bringing within a statute's reach all types of the item (here, “tangible object”) to which the law refers.",Yes,test
522,A judgment is normally said to have been rendered “on the merits” only if it was “delivered after the court ... heard and evaluated the evidence and the parties' substantive arguments.” Black's Law Dictionary 1199 (9th ed. 2009) ,Yes,test
523,"When Rule 42(a) was adopted, the term was generally defined, as it is now, as meaning to “unite, as various particulars, into one mass or body; to bring together in close union; to combine.” Webster's New International Dictionary 570 (2d ed. 1942). Consolidation can thus sometimes signify the complete merger of discrete units: “The company consolidated two branches.” But the term can also mean joining together discrete units without causing them to lose their independent character. The United States, for example, is composed of States “unite[d], as various particulars, into one mass or body,” “br[ought] together in close union,” or “combine[d].” Yet all agree that entry *1125 into our Union “by no means implies the loss of distinct and individual existence ... by the States.” ",Yes,test
524,"Specifically” can mean “explicitly, particularly, [or] definitely,” Black's Law Dictionary 1398 (6th ed.1990), thereby contrasting a specific reference with an implicit reference made by more general language to a broader topic. ",Yes,test
525,"One would not expect general-usage dictionaries to have a separate entry for “falsely made,” but some of them do use precisely the phrase “to make falsely” to define “forged.” See, e.g., Webster's New International Dictionary 990 (2d ed. (1945); Webster's Third New International Dictionary 891 (1961). ",Yes,test
526,"As a matter of English usage, you cannot confirm that an event happened without already having some reason to believe at least that it might have happened. Black's Law Dictionary 298 (6th ed. 1990) (defining “confirm” as meaning “[t]o complete or establish that which was imperfect or uncertain”).  ",Yes,test
527,A true “direct action” suit is “[a] lawsuit by a person claiming against an insured but suing the insurer directly instead of pursuing compensation indirectly through the insured.” Black's Law Dictionary 491 (8th ed.2004). ,Yes,test
528,"In ordinary usage, “to procure” something is “to get possession of” it. Webster's Third New International Dictionary 1809 (2002); accord, Black's Law Dictionary 1401 (10th ed. 2014) (defining “procure” as “[t]o obtain (something), esp. by special effort or means”). So to “procure ... naturalization” means to obtain naturalization (or, to use another word, citizenship).",Yes,test
529,"The word ‘seized’ is not here used in that secondary sense in which it serves to describe the condition of a remainderman or reversioner in respect to his estate, when such estate, not discontinued by any act or neglect of the freeholder having the precedent estate, is perfect and unharmed, and simply awaits the determination of the precedent estate to vest in possession.",Yes,test
530,"An insolvent is one who cannot pay, or who does not pay, his debts, or whose debts cannot be collected out of his means by legal process.",Yes,test
531," Reversion signifies the returning of the land after a particular estate is ended. Jacobs' Law Dict., Tit. Reversion.",Yes,test
532,"The word “substantive” in § 1395hh(e)(1) modifies the word “change,” and the phrase “substantive change” has a known meaning in the law. It refers to a change to the substance of a rule, rather than a technical change to its form. See, e.g., Northwest, Inc. v. Ginsberg, 572 U.S. 273, 282, 134 S.Ct. 1422, 188 L.Ed.2d 538 (2014) (noting that statutory recodification “did not effect any ‘substantive change’ ” to the law); see also Black's Law Dictionary 1469 (8th ed. 2004) (defining “substance” as, inter alia, “the essential quality of something, as opposed to its mere form” (emphasis added)).",Yes,test
533,"Black's Law Dictionary cautions that the word ‘damage,’ meaning ‘loss, injury, or deterioration,’ is ‘to be distinguished from its plural,—’ damages,'—which means a compensation in money for a loss or damage.'",Yes,test
534,"A treaty in its legal sense is defined by Bouvier as ‘a compact made between two or more independent nations with a view to the public welfare’ (2 Law Dict. 1136), and by Webster as ‘an argeement, league, or contract between two or more nations or sovereigns, formally signed by commissioners properly authorized, and solemnly ratified by the several sovereigns or the supreme power of each state.’",Yes,test
535,"An “application” is a “putting to, placing before, preferring a request or petition *649 to or before a person. The act of making a request for something.” Black's Law Dictionary 98-99 (6th ed. 1990); see also Webster's Ninth New Collegiate Dictionary 97 (1991) (application is a “request, petition ... a form used in making a request”).",Yes,test
536,A student of English lexicography would despair of finding the meaning attributed to ‘sacrilege’ by the New York court.(citing many dictionary definitions),Yes,test
537,"No business can establish good will -“ ‘[s]omething in business which gives reasonable expectancy of preference in race ... of competition’ ”- merely by broadcasting that it, as all businesses are expected to do, conducts itself in conformance with applicable state law. Black's Law Dictionary 625 (5th ed. 1979) (quoting In re Witkind's Estate, 167 Misc. 885, 895, 4 N.Y.S.2d 933, 947 (1938)).",Yes,test
538,"""The act of 'amending,' however, in both ordinary parlance and legal usage, has its own meaning separate and apart from the act of 'interpreting.' (See Black's Law Dictionary) "" ",Yes,test
539,"A child ""resides"" where she lives. See Black's Law Dictionary 1176 (5th ed. 1979) ",Yes,test
540,"After all, the word “confidential” sometimes refers, at least in the national security context, to information the disclosure of which would cause harm. See, e.g., Webster's Third New International Dictionary 476 (1966) (defining “confidential” to mean “characterized by or relating to information considered prejudicial to a country's interests”); Webster's New Collegiate Dictionary 237 (1974) (defining “confidential” to mean “containing information whose unauthorized disclosure could be prejudicial to the national interest”).",Yes,test
541,"Dictionaries consistently define the noun “use” to mean the “act of employing” something. Webster's New International Dictionary 2806 (2d ed. 1954) (“[a]ct of employing anything”); Random House Dictionary of the English Language 2097 (2d ed. 1987) (“act of employing, using, or putting into service”); Black's Law Dictionary 1541 (6th ed. 1990) (“[a]ct of employing,” “application”).",Yes,test
542,"Individual demands for relief within a lawsuit, by contrast, are ""claims."" See Black's Law Dictionary, at 311 (2019) (defining a ""claim"" as ""the part of a complaint in a civil action specifying what relief the plaintiff asks for""); Black's Law Dictionary, at 333 (1933) (defining a ""claim"" as ""any demand held or asserted as of right"" or ""cause of action"").",Yes,test
543,"A void judgment is a legal nullity. See Black's Law Dictionary 1822 (3d ed.1933); see also id., at 1709 (9th ed.2009).",Yes,test
544,"And the berth must allow the vessel to come and go “always” safely afloat: That means afloat “at all times” and “in any event.” Webster's Collegiate Dictionary, at 35; see also New Oxford American Dictionary, at 47 (“always” means “at all times; on all occasions”). ",Yes,test
545,"""An application is 'filed,' as that term is commonly understood, when it is delivered to, and accepted by, the appropriate court officer for placement into the official record. See... Black's Law Dictionary 642 (7th ed.1999) (defining 'file' as '[t]o deliver a legal document to the court clerk or record custodian for placement into the official record')."" ",Yes,test
546,"The word “administration” can be read literally to refer to every “[a]ct or process of administering” including every act of “managing” or “conduct[ing]” any “office,” or “performing the executive duties of” any “institution, business, or the like.” Webster's 34.",Yes,test
547,"Ordinarily, a hearing must be held before the attachment takes place”); id., at 689 (defining “garnishment” as “[a] **1025 judicial proceeding in which a creditor (or potential creditor) asks the court to order a third party who is indebted to or is bailee for the debtor to turn over to the creditor any of the debtor's property”). ",Yes,test
548,"The word 'license' means permission or authority; and a license to do any particular thing is a permission or authority to do that thing, and, if granted by a person having power to grant it, transfers to the grantee the right to do whatever it purposes to authorize. It certainly transfers to him all the right which the grantor can transfer to do what is within the terms of the license.' A license is a contract. 'It is a right given by some competent authority to do an act which, without such authority, would be illegal.'",Yes,test
549,"An act is defined in the Century Dictionary as ‘an exertion of energy or force, mental or physical; anything that is done or performed; a doing or deed; an operation or performance.’ ",Yes,test
550,"When used to modify the nouns “report, hearing, audit, or investigation,” in the context of a statutory provision about “the public disclosure” of fraud on the United States, the term is most naturally read to describe the activities of governmental agencies. See Black's Law Dictionary 49 (9th ed. 2009) (hereinafter Black's) (defining “administration,” “[i]n public law, [as] the practical management and direction of the executive department and its agencies”).",Yes,test
551,This usage buttresses the conclusion that “collateral review” means a form of review that is not part of the direct appeal process.,Yes,test
552,"A thing “results” when it “[a]rise[s] as an effect, issue, or outcome from some action, process or design.” 2 The New *211 Shorter Oxford English Dictionary 2570 (1993). “Results from” imposes, in other words, a requirement of actual causality. ",Yes,test
553,An “inference” is generally understood to be a “conclusion reached by considering other facts and deducing a logical consequence from them.” Black's Law Dictionary 781 (7th ed.1999).,Yes,test
554,"Although the word “citizen” may imply (and in 1789 and 1875 may have implied) the enjoyment of certain basic rights and privileges, see Black's Law Dictionary 237 (7th ed.1999) (defining “citizen” as “entitled to enjoy all its civil rights and protections” of a community), ",Yes,test
555,"In a general sense a magistrate is a public civil officer, possessing such power-legislative, executive, or judicial-as the government appointing him may ordain. In a narrow sense, a magistrate is regarded-perhaps, commonly regarded-as an inferior judicial officer, such as a justice of the peace. 2 Bouvier's Law Dict. 92. ",Yes,test
556,"Renvoi is “[t]he doctrine under which a court in resorting to foreign law adopts as well the foreign law's conflict-of-laws principles, which may in turn refer the court back to the law of the forum.” Black's Law Dictionary 1300 (7th ed.1999).",Yes,test
557,"The dictionary defines “impair” as to weaken, make worse, lessen in power, diminish, relax, or otherwise affect in an injurious manner. ",Yes,test
558,"The term “operations” connotes active and affirmative participation by the grant recipient, not merely inaction or failure to respond. See Black's Law Dictionary 1092 (6th ed.1990) (defining “operation” as an “[e]xertion of power; the process of operating or mode of action; an effect brought about in accordance with a definite plan; action; activity”).",Yes,test
559,"Although 'note' is often used generically to refer to any written promise to pay a specified sum on demand or at a specified time, it is also used more narrowly, to refer to any written promise to pay a specified sum on demand or at a specified time, it is also used, more narrowly, to refer to a particular kind of capital-raising debt instruement distributed under an indenture agreement, like bond or debentures but of shorter maturity.",Yes,test
560,"[""So""] refers to a stated, identifiable proposition from the ""preceding"" text; indeed, ""so"" typically ""[r]epresent[s]"" a ""word or phrase already employeed,"" thereby avoiding the need for repetition. 15 Oxford English Dictionary, at 887; see Webster's Third New International Dictionary 2160 (1986) (so ""often used as a substitute... to express the idea of a preceding phrase"").",Yes,test
561," In more general usage it means “[s]trength or energy; active power; vigor; often an unusual degree of strength or energy,” “[p]ower to affect strongly in physical relations,” or “[p]ower, violence, compulsion, or constraint exerted upon a person.” Id., at 985. Black's Law Dictionary 717 (9th ed.2009) (hereinafter Black's) defines “force” as “[p]ower, violence, or pressure directed against a person or thing.”  There is, however, a more specialized legal usage of the word “force”: its use in describing one of the elements of the common-law crime of battery, which consisted of the intentional application of unlawful force against the person of another. See 2 W. LaFave & A. Scott, Substantive Criminal Law § 7.15(a), p. 301 (1986 and Supp.2003); accord, Black's 173.  ",Yes,test
562,"""That term is universally understood to refer to suits in which a plaintiff not only challenges someone else's claim, but also asserts his own right to disputed property. See, e.g., Black's Law Dictionary 34 (9th ed. 2009)"" ",Yes,test
563,"Surely a most familiar meaning is, as the Constitution's Second Amendment (“keep and bear Arms”) (emphasis added) and Black's Law Dictionary, at 214, indicate: “wear, bear, or carry ... upon the person or in the clothing or in a pocket, for the purpose ... of being armed and ready for offensive or defensive action in a case of conflict with another person.”",Yes,test
564,"In ordinary usage, the term “enjoin” means to “require,” “command,” or “direct” an action, or to “require a person ... to perform, or to abstain or desist from, some act.” Black's Law Dictionary 529 (6th ed.1990) (hereinafter Black's). See also Webster's Third New International Dictionary 754 (1993) (defining “enjoin” to mean “to direct, prescribe, or impose by order”; “to prohibit or restrain by a judicial order or decree”).",Yes,test
565,A “collateral attack” is “[a]n attack on a judgment in a proceeding other than a direct appeal.” Black's Law Dictionary 298 (9th ed.2009) (emphasis added); cf. Wash. Rev.Code § 10.73.090(2) (2008) (defining “collateral attack” as “any form of post-conviction relief other than a direct appeal”).,Yes,test
566,"A witness is one who “gives evidence in a cause.” T. Cunningham, 2 New and Complete Law Dictionary (2d ed. 1771).",Yes,test
567,"An ‘aggravated’ offense is one ‘made worse or more serious by circumstances such as violence, the presence of a deadly weapon, *394 or the intent to commit another crime.’ ” Carachuri–Rosendo v. Holder, 560 U.S. 563, 574, 130 S.Ct. 2577, 177 L.Ed.2d 68 (2010) (quoting Black's Law Dictionary 75 (9th ed. 2009)). ",Yes,test
568," A 'right' is '[a] power, privilege, or immunity guaranteed under a constitution, statutes or decisional laws, or claimed as a result of long usage.' Black's Law Dictionary 1189 *702 (5th ed. 1979). ",Yes,test
569," Taken literally, its “contributing-cause” test would treat as a cause-in-fact every act or omission that makes a positive incremental contribution *218 , however small, to a particular result. See Brief for State of Alaska et al. as Amici Curiae 20; see also Black's Law Dictionary 250 (9th ed. 2009) **892 (defining “contributing cause” as “[a] factor that—though not the primary cause—plays a part in producing a result”).",Yes,test
