index,question,answer,split
4879,"Consider the country of Russia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,test
4880,"Consider the country of Russia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
4881,"Consider the country of Russia. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,test
4882,"Consider the country of Russia. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",Yes,test
4883,"Consider the country of Russia. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,test
4884,"Consider the country of Russia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",Yes,test
4885,"Consider the country of Russia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",Yes,test
4886,"Consider the country of Russia. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",Yes,test
4887,"Consider the country of Russia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
4888,"Consider the country of Russia. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",Yes,test
4889,"Consider the country of Russia. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",Yes,test
4890,"Consider the country of Russia. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",Yes,test
4891,"Consider the country of Russia. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",Yes,test
4892,"Consider the country of Russia. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",Yes,test
4893,"Consider the country of Rwanda. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
4894,"Consider the country of Rwanda. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
4895,"Consider the country of Rwanda. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
4896,"Consider the country of Rwanda. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,test
4897,"Consider the country of Rwanda. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,test
4898,"Consider the country of Rwanda. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",Yes,test
4899,"Consider the country of Rwanda. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
4900,"Consider the country of Rwanda. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",Yes,test
4901,Consider the country of Rwanda. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
4902,Consider the country of Rwanda. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
4903,Consider the country of Rwanda. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,No,test
4904,"Consider the country of Rwanda. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",No,test
4905,Consider the country of Rwanda. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,Yes,test
4906,Consider the country of Rwanda. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
4907,"Consider the country of Rwanda. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",Yes,test
4908,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
4909,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
4910,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,test
4911,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",Yes,test
4912,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,test
4913,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,test
4914,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
4915,"Consider the country of Rwanda. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,test
4916,"Consider the country of Rwanda. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",No,test
4917,"Consider the country of Rwanda. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,test
4918,"Consider the country of Rwanda. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,test
4919,"Consider the country of Rwanda. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",Yes,test
4920,"Consider the country of Rwanda. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",No,test
4921,"Consider the country of Rwanda. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
4922,"Consider the country of Rwanda. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,test
4923,"Consider the country of Rwanda. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,test
4924,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",Yes,test
4925,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,test
4926,"Consider the country of Rwanda. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",No,test
4927,"Consider the country of Saudi Arabia. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
4928,"Consider the country of Saudi Arabia. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
4929,"Consider the country of Saudi Arabia. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
4930,"Consider the country of Saudi Arabia. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,test
4931,"Consider the country of Saudi Arabia. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,test
4932,"Consider the country of Saudi Arabia. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",No,test
4933,"Consider the country of Saudi Arabia. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
4934,"Consider the country of Saudi Arabia. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,test
4935,Consider the country of Saudi Arabia. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
4936,Consider the country of Saudi Arabia. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
4937,Consider the country of Saudi Arabia. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,Yes,test
4938,"Consider the country of Saudi Arabia. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",Yes,test
4939,Consider the country of Saudi Arabia. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,test
4940,Consider the country of Saudi Arabia. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
4941,"Consider the country of Saudi Arabia. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",Yes,test
4942,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
4943,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
4944,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,test
4945,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",No,test
4946,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,test
4947,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,test
4948,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
4949,"Consider the country of Saudi Arabia. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",Yes,test
4950,"Consider the country of Saudi Arabia. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",Yes,test
4951,"Consider the country of Saudi Arabia. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,test
4952,"Consider the country of Saudi Arabia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,test
4953,"Consider the country of Saudi Arabia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",No,test
4954,"Consider the country of Saudi Arabia. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",No,test
4955,"Consider the country of Saudi Arabia. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
4956,"Consider the country of Saudi Arabia. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,test
4957,"Consider the country of Saudi Arabia. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,test
4958,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",No,test
4959,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,test
4960,"Consider the country of Saudi Arabia. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",No,test
4961,"Consider the country of Sudan. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
4962,"Consider the country of Sudan. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
4963,"Consider the country of Sudan. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
4964,"Consider the country of Sudan. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,test
4965,"Consider the country of Sudan. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,test
4966,"Consider the country of Sudan. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",No,test
4967,"Consider the country of Sudan. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
4968,"Consider the country of Sudan. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,test
4969,Consider the country of Sudan. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
4970,Consider the country of Sudan. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
4971,Consider the country of Sudan. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,No,test
4972,"Consider the country of Sudan. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",No,test
4973,Consider the country of Sudan. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,test
4974,Consider the country of Sudan. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
4975,"Consider the country of Sudan. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",Yes,test
4976,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
4977,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
4978,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,test
4979,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",No,test
4980,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,test
4981,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,test
4982,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
4983,"Consider the country of Sudan. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,test
4984,"Consider the country of Sudan. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",Yes,test
4985,"Consider the country of Sudan. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",Yes,test
4986,"Consider the country of Sudan. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,test
4987,"Consider the country of Sudan. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",No,test
4988,"Consider the country of Sudan. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",No,test
4989,"Consider the country of Sudan. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
4990,"Consider the country of Sudan. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,test
4991,"Consider the country of Sudan. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,test
4992,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",No,test
4993,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,test
4994,"Consider the country of Sudan. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",No,test
4995,"Consider the country of Senegal. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
4996,"Consider the country of Senegal. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
4997,"Consider the country of Senegal. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
4998,"Consider the country of Senegal. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",Yes,test
4999,"Consider the country of Senegal. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,test
5000,"Consider the country of Senegal. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",No,test
5001,"Consider the country of Senegal. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
5002,"Consider the country of Senegal. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,test
5003,Consider the country of Senegal. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
5004,Consider the country of Senegal. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
5005,Consider the country of Senegal. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,No,test
5006,"Consider the country of Senegal. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",No,test
5007,Consider the country of Senegal. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,test
5008,Consider the country of Senegal. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
5009,"Consider the country of Senegal. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",Yes,test
5010,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
5011,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
5012,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,test
5013,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",Yes,test
5014,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,test
5015,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No,test
5016,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
5017,"Consider the country of Senegal. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,test
5018,"Consider the country of Senegal. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",Yes,test
5019,"Consider the country of Senegal. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",No,test
5020,"Consider the country of Senegal. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,test
5021,"Consider the country of Senegal. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",No,test
5022,"Consider the country of Senegal. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",Yes,test
5023,"Consider the country of Senegal. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
5024,"Consider the country of Senegal. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,test
5025,"Consider the country of Senegal. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,test
5026,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",Yes,test
5027,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",Yes,test
5028,"Consider the country of Senegal. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",No,test
5029,"Consider the country of Singapore. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
5030,"Consider the country of Singapore. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
5031,"Consider the country of Singapore. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
5032,"Consider the country of Singapore. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,test
5033,"Consider the country of Singapore. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",Yes,test
5034,"Consider the country of Singapore. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",Yes,test
5035,"Consider the country of Singapore. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
5036,"Consider the country of Singapore. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,test
5037,Consider the country of Singapore. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
5038,Consider the country of Singapore. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
5039,Consider the country of Singapore. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,Yes,test
5040,"Consider the country of Singapore. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",Yes,test
5041,Consider the country of Singapore. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,No,test
5042,Consider the country of Singapore. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
5043,"Consider the country of Singapore. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",No,test
5044,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
5045,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
5046,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",Yes,test
5047,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",Yes,test
5048,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions?",No,test
5049,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",Yes,test
5050,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No,test
5051,"Consider the country of Singapore. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No,test
5052,"Consider the country of Singapore. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",No,test
5053,"Consider the country of Singapore. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?",No,test
5054,"Consider the country of Singapore. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions?",No,test
5055,"Consider the country of Singapore. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions?",No,test
5056,"Consider the country of Singapore. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions?",No,test
5057,"Consider the country of Singapore. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country for a very long time and, if so, under which conditions?",No,test
5058,"Consider the country of Singapore. Does the country provide specific conditions for the acquisition of citizenship by a refugee in its territory (different from those for residence- based acquisition) and, if so, under which conditions?",No,test
5059,"Consider the country of Singapore. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions?",No,test
5060,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?",No,test
5061,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions?",No,test
5062,"Consider the country of Singapore. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under which conditions?",Yes,test
5063,"Consider the country of Solomon Islands. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",Yes,test
5064,"Consider the country of Solomon Islands. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?",Yes,test
5065,"Consider the country of Solomon Islands. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so, under which conditions?",No,test
5066,"Consider the country of Solomon Islands. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No,test
5067,"Consider the country of Solomon Islands. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditions?",No,test
5068,"Consider the country of Solomon Islands. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?",No,test
5069,"Consider the country of Solomon Islands. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?",No,test
5070,"Consider the country of Solomon Islands. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No,test
5071,Consider the country of Solomon Islands. Does the country provide for period of residence in a residence-based acquisition?,Yes,test
5072,Consider the country of Solomon Islands. Which residence conditions does the country provide for residence-based acquisition?,Yes,test
5073,Consider the country of Solomon Islands. Does the country require renunciation or loss of other citizenships for residence- based acquisition?,No,test
5074,"Consider the country of Solomon Islands. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition?",Yes,test
5075,Consider the country of Solomon Islands. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?,Yes,test
5076,Consider the country of Solomon Islands. Does the country require the absence of certain crimes and/or offences or proof of moral character for residence- based acquisition?,Yes,test
5077,"Consider the country of Solomon Islands. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency?",No,test
5078,"Consider the country of Solomon Islands. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions?",No,test
5079,"Consider the country of Solomon Islands. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",Yes,test
5080,"Consider the country of Solomon Islands. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No,test
5081,"Consider the country of Solomon Islands. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions?",No,test
