index,question,text,answer,split
9314,is it possible for health insurance companies to get ahold of my data?,"Our site allows you to access and rectify certain Registration Information within your Account Settings, and your Self-Reported Information by going to the surveys page.",Irrelevant,test
9315,do you record what our cameras see?,We may share with our service providers unique identifiers to determine the best way to tell potential new users about our services.,Irrelevant,test
9316,what happen if my account get compromise?                                                 ,"Send you reminders, technical notices, updates, security alerts, support and administrative messages, service bulletins, marketing messages, and requested information, including on behalf ofBusiness Partners;",Irrelevant,test
9317,does it have access to my contacts?,"Also, please note that, unless we define a term in this Privacy Policy, all capitalized terms used in this Privacy Policy have the same meanings as in our Terms of Service.",Irrelevant,test
9318,what type of access does it have on my device?,Access to a PeopleFun ID may allow others to view the public information associated with your related PeopleFun account.,Irrelevant,test
9319,is it possible for health insurance companies to get ahold of my data?,"If you reject cookies, you may still use our site, but your ability to use some features or areas of our site may be limited.",Irrelevant,test
9320,what kind of permissions do i have to grant it?              ,Please be aware that such a request does not ensure complete or comprehensive removal of the content or information you have posted and that there may be circumstances in which the law does not require or allow removal even if requested.,Irrelevant,test
9321,will it be able to determine my location?,"You can generate a copy of your data at any time, free of charge, in an electronic format on the Web.",Irrelevant,test
9322,does it have access to my camera?                            ,"However, you can limit the information you provide to Groupon, and you can limit the communications that Groupon sends to you.",Irrelevant,test
9323,will the information be shared with a 3rd party,"Whenever this Privacy Statement is changed in a material way, a notice will be posted as part of this Privacy Statement and on our website for 30 days.",Irrelevant,test
9324,who can see which tasks i hire workers for?,   you have provided your consent for us to use your personal information for a specific purpose;,Irrelevant,test
9325,who has access to my test results?,23andMe is committed to protecting the privacy of children as well as adults.,Irrelevant,test
9326,what information of mine does it access,"Please note, however, that if you dont accept Cookies, you may not be able to access all portions or features of the Services.",Irrelevant,test
9327,is my data safe from unwanted guests?,"  To exercise any of your rights in connection with your personal information, we kindly ask that you open a Customer Relations ticket.",Irrelevant,test
9328,who is allowed to use it?,"  Under applicable EU regulation, as of May 25, 2018 you may have some or all of the following rights in respect of your personal information:",Irrelevant,test
9329,what kind of security protocol does groupon use to protect data and privacy of its users? ,"Vendorsmeans, collectively, third parties that perform business operations on behalf of Groupon, such as transaction processing, billing, mailing, communications services (e-mail, direct mail, etc), marketing, data processing and analytics, servicing, collections, ad management, or information technology services.",Irrelevant,test
9330,how does fiverr ensure payments to freelancers are secure?,to erase your personal information in limited circumstances where it is no longer necessary in relation to the purposes for which it was collected or processed;,Irrelevant,test
9331,what permissions does the app require in order to work?,You can adjust the types of notifications you receive and when you receive them by editing your notification settings.,Irrelevant,test
9332,does it have access to my contacts?                                 ,"If you are a California resident under the age of 18, and a registered user of any site where this policy is posted, California Business and Professions Code Section 22581 permits you to request and obtain removal of content or information you have publicly posted.",Irrelevant,test
9333,can i submit a request to have my data deleted?,"As part of the Rakuten Group, Viber relies on the Rakuten Group Binding Corporate Rules to legitimize international data transfers within the Group.",Irrelevant,test
9334,does it store my dna information for long periods of time?,The information we receive is dependent upon your privacy settings with the social network.,Irrelevant,test
9335,can anyone view my account?,"(b) Improve our Services:We use call log information and usage information (as described above) to better understand network behavior and trends (numbers of messages and calls made by users, typical destinations, call lengths, network type, etc), detect potential outages and technical issues (this helps us notice things like a drop in call volume in a certain geography, a shift in call length, a change in typical networks, etc) to improve our Services.",Irrelevant,test
9336,"if i decide to discontinue using groupon, how long does it keep my data? ","We do not sharePersonal InformationwithThird-Party Ad-Servers; however,Third-Party Ad-Serversmay automatically collectNon-Identifying Informationabout your visit to the Site and other websites, your device address, your Internet Service Provider and the browser you use to visit the Site.",Irrelevant,test
9337,will my personal details be shared with third party  companies?,"We collect the minimum information required to achieve the purposes set out in this Policy (see below), and you have the ability to limit such collection, as specified below under Your Choices:",Irrelevant,test
9338,are my video calls recorded?,"You will be asked to allow the use of your location data before Viber provides you specific location services offerings, and you may also adjust your phone preferences to disable the use of your location data at any time.",Irrelevant,test
9339,do you sell my genetic data?,"You can restrict our processing of your Personal Information where one of the following applies: (a) you dispute the accuracy of Personal Information processed by 23andMe (for a period enabling us to verify its accuracy); (b) the processing is unlawful and you oppose the erasure of the Personal Information and request the restriction of its use instead; (c) 23andMe no longer needs the Personal Information for the purposes of the processing, but it is required by you for the establishment, exercise or defense of legal claims; and (d) you have objected to certain processing relying on legitimate interest, pending the verification whether 23andMes legitimate grounds override your rights.",Irrelevant,test
9340,can groupon see what i'm shopping for on the internet?       ,"Device Datameans information concerning a device you use to access, use, or interact with the Site, such as operating system type or mobile device model, browser type, domain, and other system settings, the language your system uses and the country and time zone of your device, geolocation, including precise geolocation, unique device identifier or other device identifier, advertising identifier, mobile phone carrier identification, and device software platform and firmware information.",Irrelevant,test
9341,in this app support all android mobile? how much memory occupy in this app?,"So, please make sure that you have read and understand our Terms of Service.",Irrelevant,test
9342,can my call log be subpoenaed?,Some of our Services allow you to share information with others on a public basis.,Irrelevant,test
9343,does the app contain third party ads?,We encrypt the transmission of all information using secure socket layer technology (SSL).,Irrelevant,test
9344,does 23andme use my test results for marketing purposes?,"A parent or guardian, however, may collect a saliva sample from, create an account for, and provide information related to, his or her child who is under the age of 18.",Irrelevant,test
9345,do you sell my information to third parties?,Furthermore you can prevent Googles collection and use of data (cookies and IP address) by downloading and installing the browser plug-in.,Irrelevant,test
9346,will viber comply to government information request?,"If you still have questions about our privacy policy, please feel free to send us an email toprivacy@viber.com,or using the contact us form on the App.",Irrelevant,test
9347,can i delete my personally identifying information?,"Our assistance with your request for erasure is subject to limitations by relevant data protection laws, available technology and the cost of implementation.",Irrelevant,test
9348,what data does this game collect?,"Potential situations when you may make personal data available to Lima Sky include, but are not limited to: (i) registration for Services, including leaderboards; (ii) subscribing to newsletters; (iii) requesting technical support; and (iv) otherwise through use of Services where personal data is required for use and/or participation.",Irrelevant,test
9349,can other members view my real name?,"23andMe access controls include multi-factor authentication, single sign-on, and strict least-privileged authorization policy.",Irrelevant,test
9350,the photos and videos shared will be kept confidential?,"(c) Provide Interesting Offerings to You and others: As part of value added services provided by us or by a third party within Viber, we may use your information to continuously optimize and personalize those services and send you personal updates about new offerings which we believe you will find relevant.",Irrelevant,test
9351,does this app record audio?,Your continued use of Services will signify your acceptance of the changes to this Privacy Policy.,Irrelevant,test
9352,what type of permissions does the app need to operate?              ,"Groupon Inc.Attention: Privacy Office600 West Chicago AvenueChicago, Illinois 60654 USA",Irrelevant,test
9353,how is the data taken being used?,Lima Sky retains the data collected pursuant to this Privacy Policy for the period necessary to fulfill the purposes outlined in this Privacy Policy unless a longer retention period is required or permitted by law.,Irrelevant,test
9354,does the app have a user feedback capabilities built in, Necessary cookies   Necessary cookies are essential and help you navigate the Site.,Irrelevant,test
9355,are there any reports of malware that have affected users of this app?,We do not knowingly collect personal information from users deemed to be children under their respective national laws.,Irrelevant,test
9356,is my information shared with any third parties?,We have integrated continuous vulnerability scanning in our processes and regularly engage third party security experts to conduct penetration tests.,Irrelevant,test
9357,group chat options has a private option enabling the user to message any particular person?,A copy of the phone numbers and names of all your contacts (whether theyre Viber members or not  but only name and phone number) will be collected andstored on our servers in order for us to be able to enable you and your contacts to connect.,Irrelevant,test
9358,has fiverr been hacked before,It is important to remember that many of our services may not function properly if your cookies are disabled.,Irrelevant,test
9359,is there a way to limit purchases?                           ,"Groupon and ourAffiliatesreserve the right to disclose, transfer, or license any and all information related to the Site, includingPersonal Information:",Irrelevant,test
9360,does the app have a user feedback capabilities built in,This allows us to continuously improve the Site to provide the best information in support of our project aims.,Irrelevant,test
9361,is the information encrypted,"To use our genetic testing services, you must purchase, or receive as a gift, a 23andMe Personal Genetic Service testing kit, create an online account and register your kit, and ship your saliva sample to our third party laboratory.",Irrelevant,test
9362,does this app track my gps location?,"When you access our Services, we collect certain technical information in order to (i) analyze the usage of our Services; (ii) provide a more personalized experience; and (iii) manage advertising.",Irrelevant,test
9363,what areas of my phone/computer does this gain access to?,You may send an e-mail to privacy@PeopleFun.com with your request to exercise any of the rights identified above.,Irrelevant,test
9364,have anyone using the app ever have trouble with their info getting leaked?," By accessing or using the Services, you agree to this Privacy Policy, our Terms of Service.",Irrelevant,test
9365,does it have access to financial apps i use?,We may also allow advertisers to collect these types of information within the Games and they may share it with us.,Irrelevant,test
9366,does it save all info on me if i delete my acct?                         ,with ourVendorsto provide services for us and who are required to protect thePersonal Information;,Irrelevant,test
9367,does it listen in on audio via the mic?                                                            ,with any GrouponAffiliatewho may only use thePersonal Informationfor the purposes described in this Privacy Statement;,Irrelevant,test
9368,what are the app's permissions,"You may set your browser to block all cookies, including cookies associated with our services, or to indicate when a cookie is being set by us.",Irrelevant,test
9369,does this app ask for permission if it's going to use data elsewhere on my phone?,to analyze traffic and other end user activity to improve your experience).,Irrelevant,test
9370,does viber log messages?,"Your data is kept safe with us, but we do share your personal information with third parties we trust in order to provide you with our services, as follows:",Irrelevant,test
9371,can more than one person use my account?                                                           ,"Groupon has implemented an information security program that contains administrative, technical and physical controls that are designed to reasonably safeguardPersonal Information.",Irrelevant,test
9372,how do i restrict it's access?,"These cookies are, for instance, used to personalise content for you in line with your location.",Irrelevant,test
9373,is my data safe from unwanted guests?,We will process any requests in line with any local laws and our policies and procedures.,Irrelevant,test
9374,do you keep my information and build a database for selling me products with it?,"23andMe and our third party genotyping laboratory will retain your Genetic Information, date of birth, and sex as required for compliance with applicable legal obligations, including the federal Clinical Laboratory Improvement Amendments of 1988 (CLIA) and CA Business and Professional Code Section 1265 and CAP accreditation requirements.",Irrelevant,test
9375,how long do you store my medical information for?,"You can request erasure of Personal Information that: (a) is no longer necessary in relation to the purposes for which it was collected or otherwise processed; (b) was collected in relation to processing to which you previously consented, but later withdrew such consent; or (c) was collected in relation to processing activities to which you object, and there are no overriding legitimate grounds for our processing.",Irrelevant,test
9376,"what does groupon do with collected data? (eg, does it sell it to third parties?)                  ",We also receivePersonal Informationand other online and offline information fromOther Sources.,Irrelevant,test
9377,can other customers i connect with access my personal information?,23andMe does not disclose your information to organizations operating such linked third party websites.,Irrelevant,test
9378,do you have any association with google?,"23andMe may provide additional ""just-in-time"" disclosures or additional information about the data collection, use and sharing practices of specific Services.",Irrelevant,test
9379,is my data anonymized?,Other marketing activities will happen based on the legitimate interests of 23andMe.,Irrelevant,test
9380,are you accessing and information about me from my phone?,"Once you confirm your request, this process cannot be cancelled, undone, withdrawn, or reversed.",Irrelevant,test
9381,is my information shared with any third parties?,"If you do not want us to use your Personal Information in this way, please review and update your Account Settings as necessary or contact us at privacy@23andme.com.",Irrelevant,test
9382,what do you do to keep my personal information private?,  We will not share information that you provide us in the process of the registration - including your contact information - except as described in this Policy.,Irrelevant,test
9383,"will biological data like heart rate, blood pressure, etc. be collected via the app?","We will not disclose or transfer your personal information to any non-affiliated third parties, unless:",Irrelevant,test
9384,how does fiverr protect freelancers' personal information?,Our contracts with these service providers do not permit use of your information for their own (marketing) purposes.,Irrelevant,test
9385,when i play the game in this app any hanging problems faced in my mobile?,       To provide other services requested by you as described when we collect your information;,Irrelevant,test
9386,does the app contain third party ads?,Accounts created with PeopleFun are considered active until we receive a user request to delete them or deactivate them.,Irrelevant,test
9387,do you sell my information to third parties?,so that we have an accurate record of your dealings with us in the event of any complaints or challenge; and,Irrelevant,test
9388,will my progress only be posted to social media if i want it to?,"To better enrich your experience, there may be products or services provided by third parties.",Irrelevant,test
9389,are there any reports of malware that have affected users of this app?,"Your information may be disclosed: (i) when we have a good faith belief that we are required to disclose the information in response to legal process (for example, a court order, search warrant or subpoena); (ii) to satisfy any applicable laws or regulations; (iii) where we believe that the Games are being used in the commission of a crime, including to report such criminal activity or to exchange information with other companies and organizations for the purposes of fraud protection and credit risk reduction; (iv) when we have a good faith belief that there is an emergency that poses a threat to the health and/or safety of you, another person or the public generally; and (v) in order to protect the rights or property of PeopleFun, including to enforce our Terms of Service.",Irrelevant,test
9390,do you require me to submit identifying information?,You can disable the seen notification so that other users do not know whether youve read a message yet.,Irrelevant,test
9391,do you access any of my contact's information?,We do not knowingly collect or solicit personal information from children under 13.,Irrelevant,test
9392,does it store my dna information for long periods of time?,We have integrated continuous vulnerability scanning in our processes and regularly engage third party security experts to conduct penetration tests.,Irrelevant,test
9393,does the app connect to the internet at any point during its use?,       how we use and with whom we share such information;,Irrelevant,test
9394,is my dna information used in any other way besides what is specified?,"These tools help to ensure we provide timely, high quality support.",Irrelevant,test
9395,does it try to connect to any social media accounts?,Lima Sky may employ third party ad serving technologies that use certain methods to collect information as a result of ad serving through Services.,Irrelevant,test
9396,what permissions does the app request?,"       to notify users of in-Game updates, or updates to our Terms of Service or this Privacy Policy; and",Irrelevant,test
9397,what information is collected from me?,"Service providers are third parties (other companies or individuals) that help us to provide, analyze and improve our Services.",Irrelevant,test
9398,"what permissions am i giving keep as far as accessing my phone/ photos/ texts, etc when i sign up?",You can also remove or delete content from your account or entirely delete your whole Keep account.,Irrelevant,test
9399,who has access to my test results?,"Self-Reported Information: information you provide directly to us, including your disease conditions, other health-related information, personal traits, ethnicity, family history, and other information that you enter into surveys, forms, or features while signed in to your 23andMe account.",Irrelevant,test
9400,can i use it on a single device without an account?,We will post on this page and notify you via official notifications or emails.,Irrelevant,test
9401,can the app access my location?,"With adequate data support, we will create and update more popular training classes for you to take.",Irrelevant,test
9402,do you keep my information and build a database for selling me products with it?,We think it is important to continue improving our Services to ensure your continued enjoyment.,Irrelevant,test
9403,do you keep a record of our text ?,"This includes whether you are presently online, your personal preferences (such as connecting the service to Viber) and the way you use that service (for example how often, for how long).",Irrelevant,test
9404,what will you do with my dna?,"You have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal or similarly significant effects on you, except as allowed under applicable data protection laws.",Irrelevant,test
9405,do you use my date to modify the app,"Our Services include Social Media Features, such as the Facebook ""Like"" or ""Share"" button and widgets (""Features"").",Irrelevant,test
9406,how does fiverr protect freelancers' personal information?,It also allows the Site to remember choices made (like turning off use of cookies or which location you have previously selected) to provide more personal features.,Irrelevant,test
9407,does it have access to my camera?                            ,"Device Datameans information concerning a device you use to access, use, or interact with the Site, such as operating system type or mobile device model, browser type, domain, and other system settings, the language your system uses and the country and time zone of your device, geolocation, including precise geolocation, unique device identifier or other device identifier, advertising identifier, mobile phone carrier identification, and device software platform and firmware information.",Irrelevant,test
9408,does it sell my data to anyone?                                                           ,"We will collect information, includingPersonal InformationandNon-Identifying Information, when you interact with us and the Site, for example when you:",Irrelevant,test
9409,does viber log messages?,"Please note that we will not accept requests via the telephone, mail, or by facsimile, and we are not responsible for notices that are not labeled or sent properly, or that do not have complete information.",Irrelevant,test
9410,is it gathering information on me when the app is not active?,"This Privacy Policy does not apply to any third-party websites, services or applications, even if they are accessible through our Services.",Irrelevant,test
9411,do you sell my genetic data?,"Neither 23andMe nor any of its Services are designed for, intended to attract, or directed toward children under the age of 18.",Irrelevant,test
9412,are you accessing and information about me from my phone?,These third parties may use your Personal Information differently than we do under this Privacy Statement.,Irrelevant,test
9413,how long will you have my information for?                              ,"We collect your location information, including precise real-time geolocation, such as through look up based on IP address, GPS, Bluetooth, or WiFi signals, consistent with your choice of mobile device settings.",Irrelevant,test
9414,do you sell any of our data?,"If you use the Send Money Western Union functionality of the Services you agree that we may receive certain personal information from Western Union (eg your address), and we will save information about the money youve sent (including amount sent, identity of the recipient etc).",Irrelevant,test
9415,does the app save the address that my kit is shipped to?,"*This Privacy Statement was last updated on July 17, 2018.",Irrelevant,test
9416,what information is shared when i choose to connect with someone?,"23andMe will also retain limited information related to your account and data deletion request, including but not limited to, your email address, account deletion request identifier, and record of legal agreements for a limited period of time as required by contractual obligations, and/or as necessary for the establishment, exercise or defense of legal claims and for audit and compliance purposes.",Irrelevant,test
9417,does the app track my location?,We may also allow advertisers to collect these types of information within the Games and they may share it with us.,Irrelevant,test
9418,is it encrypted,"For more about their privacy policties, you may find it at : https://policies.google.com/technologies/partner-sites",Irrelevant,test
9419,is my data shared with others?,You can voluntarily delete your TickTick account at any time on the Web and have all your data erased from our server.,Irrelevant,test
9420,how does the app make sure my genetic data stays secure?,You should not disclose your authentication information to any third party and should immediately notify 23andMe of any unauthorized use of your password.,Irrelevant,test
9421,does this app ask for permission if it's going to use data elsewhere on my phone?,"We may collect or receive information from other sources including (i) other PeopleFun users who choose to upload their email contacts, and (ii) third party information providers.",Irrelevant,test
9422,what information does the company store about me?,You should do this through the browser settings for each browser you use.,Irrelevant,test
9423,what will you do with my dna?,"Privacy Shield 23andMe participates in and has certified its compliance with both the EU-U.S. and Swiss-U.S. Privacy Shield Frameworks as set forth by the U.S. Department of Commerce regarding the collection, use, and retention of Personal Information transferred from the European Union (EU), European Economic Area (EEA), and Switzerland to the United States, respectively.",Irrelevant,test
9424,what permissions does the app request?,We do not knowingly collect personal information from users deemed to be children under their respective national laws.,Irrelevant,test
9425,will any of my results be posted on the app?,We use the information we collect to customize our services for you.,Irrelevant,test
9426,what are the app's permissions,"This can include information about sellers and their Gigs, User's location, sharing of portfolio, ratings and feedbacks by buyers and anything you choose to add to your user profile.",Irrelevant,test
9427,who can contact me through the app?,to challenge processing which we have justified on the basis of our legitimate interest;,Irrelevant,test
9428,are the calls really free?,You can choose to delink your Viber account from the Rakuten account at any time by editing your profile on the app.,Irrelevant,test
9429,who will have access to my medical information?,"You have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal or similarly significant effects on you, except as allowed under applicable data protection laws.",Irrelevant,test
9430,are the calls really free?,"When you post on Communities, the admin of the Community has the ability to allow everybody to access it, but you can always actively delete messages you posted.",Irrelevant,test
9431,are my message encrypted on viber?,Data about your use of the Viber Service and Rakuten group services will also be shared to the joint account.,Irrelevant,test
9432,is my data safe  ,"to comply with legal orders and government requests, or as needed to support auditing, compliance, and corporate governance functions;",Irrelevant,test
9433,what type of identifiable information is passed between users on the platform,"  Additionally, in order to improve your online experience at Fiverr, we have implemented impression reporting.",Irrelevant,test
9434,is it gathering information on me when the app is not active?,We do not knowingly collect personal information from users deemed to be children under their respective national laws.,Irrelevant,test
9435,does it need to use the microphone at all?                                                ,We also receivePersonal Informationand other online and offline information fromOther Sources.,Irrelevant,test
9436,will my password be stored securely?,"23andMe will preserve and disclose any and all information to law enforcement agencies or others if required to do so by law or in the good faith belief that such preservation or disclosure is reasonably necessary to: (a) comply with legal or regulatory process (such as a judicial proceeding, court order, or government inquiry) or obligations that 23andMe may owe pursuant to ethical and other professional rules, laws, and regulations; (b) enforce the 23andMe Terms of Service and other policies; (c) respond to claims that any content violates the rights of third parties; or (d) protect the rights, property, or personal safety of 23andMe, its employees, its users, its clients, and the public.",Irrelevant,test
9437,can other customers i connect with access my personal information?,"In certain situations, 23andMe may be required to disclose Personal Information in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",Irrelevant,test
9438,do i own everything from my online business if i leave the app?,  You can review and change your personal information by logging into the Site and visiting your account profile page.,Irrelevant,test
9439,is it encrypted,"Potential situations when you may make personal data available to Lima Sky include, but are not limited to: (i) registration for Services, including leaderboards; (ii) subscribing to newsletters; (iii) requesting technical support; and (iv) otherwise through use of Services where personal data is required for use and/or participation.",Irrelevant,test
9440,how are payment transactions handled on your platform.,You should consult the privacy policies of each site you visit.,Irrelevant,test
9441,does it collect any of my contact's information,"Your information may be disclosed: (i) when we have a good faith belief that we are required to disclose the information in response to legal process (for example, a court order, search warrant or subpoena); (ii) to satisfy any applicable laws or regulations; (iii) where we believe that the Games are being used in the commission of a crime, including to report such criminal activity or to exchange information with other companies and organizations for the purposes of fraud protection and credit risk reduction; (iv) when we have a good faith belief that there is an emergency that poses a threat to the health and/or safety of you, another person or the public generally; and (v) in order to protect the rights or property of PeopleFun, including to enforce our Terms of Service.",Irrelevant,test
9442,what data do you keep and for how long?,"If we ask for your consent to process your personal information, you may withdraw your consent at any time by contacting us using the details at the end of this privacy notice or by changing your setting within the app.",Irrelevant,test
9443,what permissions does it request on my phone?                      ,We useCookiesandDevice Datathat allow us to connect your Site activity with other information we store about you in your profile or as related to your interactions with the Site.,Irrelevant,test
9444,are there any in game purchases in the wordscapes app that i should be concerned about?,"We may disclose aggregated and anonymous information to describe the Services to prospective partners, advertisers, and other third parties, and for other lawful purposes.",Irrelevant,test
9445,is my chat here with the platform confidential?,"  Once you have given us your agreement to the use of cookies, we shall store a cookie on your computer or device to remember this for next time, so that we can store your preferences and save you time on subsequent visits by eliminating the need to repeatedly enter the same data.",Irrelevant,test
9446,where is the information saved,"23andMe implements physical, technical, and administrative measures to prevent unauthorized access to or disclosure of your information, to maintain data accuracy, to ensure the appropriate use of information, and otherwise safeguard your Personal Information.",Irrelevant,test
9447,who will be able to see my information and/or the messages that i send?,"We may retain some information from closed accounts so that we can comply with law, prevent fraud, assist with investigations, resolve disputes, analyze, or troubleshoot programs, enforce our Terms of Use, or take other actions permitted by law.",Irrelevant,test
9448,how long do you store my medical information for?,"Your information collected through the Service may be stored and processed in the United States or any other country in which 23andMe or its subsidiaries, affiliates or service providers maintain facilities and, therefore, your information may be subject to the laws of those other jurisdictions which may be different from the laws of your country of residence.",Irrelevant,test
9449,will it be shared,"Lima Sky may use your personal data to send messages to you with informative and/or commercial content about our services or third party products and services Lima Sky thinks may be of interest to you, such as new features and services, special offers and updated information.",Irrelevant,test
9450,how does fiverr ensure payments to freelancers are secure?,This allows us to continuously improve the Site to provide the best information in support of our project aims.,Irrelevant,test
9451,is there any way for a freelancer to contact a customer outside of fiverr?,"In that case, we will provide for adequate safeguards to protect your personal information.",Irrelevant,test
9452,can any 3rd party see my conversations?,"Upon deactivation of your account, we will minimize the personal data we keep about you only to such data which we are required to keep to comply with laws, or other legal reasons.",Irrelevant,test
9453,what applications does this app have access to?,"  Some of the personal information you provide to us may be stored or processed on our behalf by third party suppliers and data processors and may be located in other jurisdictions, such as the United States and Israel, whose laws may differ from the jurisdiction in which you live.",Irrelevant,test
9454,how will my data be stored                                          ,"to a subsequent owner, co-owner or operator of one or more of the Sites or any portion or operation related to part of one or more of the Sites; or",Irrelevant,test
9455,does the app track my location?,We may also use Cookies to monitor aggregate usage and web traffic routing on our Services and to customize and improve our Services.,Irrelevant,test
9456,"what does groupon do with collected data? (eg, does it sell it to third parties?)                  ","We also collectPersonal Informationwhen you contact us online for customer service and other support using self-help tools, such as email, text, or by posting to anOnline Community.",Irrelevant,test
9457,do i have to tell you my location?                           ,"to enable electronic communications with you as part of purchase, a sponsored reward, offer, contest, program, or other activity in which you have elected to participate;",Irrelevant,test
9458,does this app track my gps location?,We may use both session Cookies and persistent Cookies to identify that youve logged in to the Services and to tell us how and when you interact with our Services.,Irrelevant,test
9459,does it have access to financial apps i use?,"The information collected may be used to offer you targeted ad-selection and delivery in order to personalize your user experience by ensuring that advertisements for products and services you see will appeal to you, a practice",Irrelevant,test
9460,what permissions does this app require?,"If you believe that Lima Sky may have Personal Information from or about a child under the age of 13, please contact Lima Sky at info@limasky.com.",Irrelevant,test
9461,when do you delete stored data?,"Note that chats with bots and Public Accounts, and communities are not end-to-end encrypted, but we do encrypt such messages when sent to the Viber servers and when sent from the Viber servers to the third party (the Public Account owner and/or additional third party tool (eg CRM solution) integrated by such owner).",Irrelevant,test
9462,"if i decide to discontinue using groupon, how long does it keep my data? ","to facilitate a direct relationship with you, including in connection with any program we administer on behalf of theBusiness Partner;",Irrelevant,test
9463,do you sell my data,"To recruit you for external research Research is an important aspect of 23andMes Services and we want to ensure interested participants are aware of additional opportunities to contribute to interesting, novel scientific research conducted by academic institutions, healthcare organizations, pharmaceutical companies, and other groups.",Irrelevant,test
9464,any malware (virus) function worked in this app?,We may use location information to improve and personalize our Services for you.,Irrelevant,test
9465,is any information recorded,"23andMe Research may be sponsored by, conducted on behalf of, or in collaboration with third parties, such as non-profit foundations, academic institutions or pharmaceutical companies.",Irrelevant,test
9466,how long is information saved,"23andMe access controls include multi-factor authentication, single sign-on, and strict least-privileged authorization policy.",Irrelevant,test
9467,does the app use my camera at any point?                                                           ,"withThird-Party Ad-Serversto place our ads and/or ads of our merchants orBusiness Partnerson the Site and on third-party sites, and to analyze the effectiveness of those ads.",Irrelevant,test
9468,what information is shared when i share something with friends?,"For example, we may collect Personal Information with Keep via the following:",Irrelevant,test
9469,is my information sold to any third parties?,"  The Site uses cookies to collect statistical data about its use, to tailor the Site's functionality to suit personal preferences and to assist with various aspects of Site operation.",Irrelevant,test
9470,are my health records accessed in this process at all?,What happens if you do NOT consent to 23andMe Research?,Irrelevant,test
9471,how is my contribution used for other people that share my dna?,Features are either hosted by a third-party or hosted directly on our site.,Irrelevant,test
9472,do you record what our cameras see?,"The information provided in your registration, if you link your email to the Viber account, will be shared with Rakuten group to create the Rakuten account and/or to link your Rakuten account with your Viber account.",Irrelevant,test
9473,can other people see your real name?,"  We collect information that you provide us or voluntarily share with other users, and also some general technical information that is automatically gathered by our systems, such as IP address, browser information and cookies to enable you to have a better user experience and a more personalized browsing experience.",Irrelevant,test
9474,"what processes, if any, does the app run in the background when not opened by the user",The types of personal data may vary depending on the type of activity you are engaged in.,Irrelevant,test
9475,what type of access does it have on my device?,Please note that purchases from third parties may also be subject to additional policies.,Irrelevant,test
9476,is the information encrypted,"A parent or guardian, however, may collect a saliva sample from, create an account for, and provide information related to, his or her child who is under the age of 18.",Irrelevant,test
9477,do you use my date to modify the app,For individuals located in the Designated Countries: We process your Personal Information in this way is to provide our Services to you in accordance with our Terms of Service.,Irrelevant,test
9478,do i have to sign in using a social media account?,"Although Lima Sky takes commercially reasonable steps to instruct such advertising companies to comply with the terms and conditions of this Privacy Policy, Lima Sky does not have access to or control of third party technologies.",Irrelevant,test
9479,can any 3rd party see my conversations?,In such a situation we would make reasonable efforts to request that the new combined entity or other structure follow this Policy with respect to your personal information.,Irrelevant,test
9480,does the app save the address that my kit is shipped to?,"User Content: all information, data, text, software, music, audio, photographs, graphics, video, messages, or other materials - other than Genetic Information and Self-Reported Information-generated by users of 23andMe Services and transmitted, whether publicly or privately, to or through 23andMe.",Irrelevant,test
9481,who will be able to see my information and/or the messages that i send?,"As part of this mission, we use your information for the following purposes:",Irrelevant,test
9482,can people see my workout log?,This Privacy Policy does not apply to products and services that have separate Privacy Policies that does not incorporate it.,Irrelevant,test
9483,are there specific privacy settings in the app that would allow me to adjust my privacy preferences as i see fit?,"We may also decline to process requests that jeopardize the privacy of others, are extremely impractical, or would cause us to take any action that is not permissible under applicable laws.",Irrelevant,test
9484,what security system do you have in place for the app?       ,Please be aware that such a request does not ensure complete or comprehensive removal of the content or information you have posted and that there may be circumstances in which the law does not require or allow removal even if requested.,Irrelevant,test
9485,will my password be stored securely?,Privacy Rights You can exercise your privacy rights by following the instructions below or contacting us at privacy@23andMe.com.,Irrelevant,test
9486,do you have to use your real name on fiverr?,"  Once you have given us your agreement to the use of cookies, we shall store a cookie on your computer or device to remember this for next time, so that we can store your preferences and save you time on subsequent visits by eliminating the need to repeatedly enter the same data.",Irrelevant,test
9487,what are the permissions?,"However, in some circumstances we may retain your personal information for longer periods of time.",Irrelevant,test
9488,how can i keep it hidden from insurance companies?,Our Customer Care team uses a number of tools to help organize and manage the requests we receive.,Irrelevant,test
9489,has people's information been compromised recently,"Please include all the relevant details, so your ticket can be handled correctly.",Irrelevant,test
9490,do you use my date to modify the app,"If you do not want us to use your Personal Information in this way, please review and update your Account Settings as necessary or contact us at privacy@23andme.com.",Irrelevant,test
9491,how does the app make sure my genetic data stays secure?,"However, your Genetic Information and Self-Reported Information may still be used by us and shared with our third party service providers to as outlined in this Privacy Statement.",Irrelevant,test
9492,what are the age requirements?,"For example, cookies may, in certain cases, save you from the need to enter usernames and passwords, and allow session continuity.",Irrelevant,test
